CustomerId,"이탈(1),유지(0)",이탈확률(%),실제이탈여부
15642726,0,8.84,0
15761783,0,7.02,0
15601503,0,8.44,1
15631222,0,5.53,0
15795964,0,42.36,1
15622171,0,7.03,0
15682576,0,0.78,0
15640407,0,21.01,0
15655360,0,36.57,0
15701605,0,6.09,0
15763055,1,78.92,1
15682472,0,1.67,0
15702601,0,10.02,0
15782859,0,9.64,0
15746490,0,4.6,0
15632859,0,2.06,0
15582797,0,13.06,0
15707974,0,0.81,0
15796569,0,5.9,0
15664083,0,27.88,1
15569976,0,6.06,0
15690169,0,1.27,0
15672499,0,4.34,0
15751227,0,23.95,0
15662976,0,29.02,0
15756901,0,2.2,0
15671930,0,1.76,0
15772329,0,13.33,0
15781298,0,15.57,0
15740164,0,0.89,0
15713479,0,13.82,0
15702919,0,0.77,0
15752588,1,59.61,0
15778959,0,3.03,0
15756901,0,32.78,0
15765300,1,93.75,0
15673908,0,8.65,0
15786063,0,4.18,0
15776596,0,16.09,0
15743714,0,14.71,1
15690007,1,69.19,1
15582797,0,4.39,0
15753876,0,24.82,1
15773789,0,1.26,0
15580914,0,8.82,0
15579892,0,10.71,0
15583394,0,43.93,0
15614302,0,24.22,0
15573741,0,48.04,1
15782247,0,3.06,0
15638989,1,75.74,0
15677147,0,7.94,0
15665083,1,59.05,1
15778089,0,33.98,0
15761554,1,50.74,1
15796313,0,6.45,0
15574283,0,11.59,0
15594436,1,71.93,1
15658935,1,93.38,1
15777067,0,2.51,0
15803804,0,27.83,0
15796969,0,10.85,1
15692631,0,4.12,0
15791501,0,1.46,1
15736302,0,6.33,1
15682628,0,5.28,0
15605424,1,77.32,0
15671209,0,6.68,0
15572461,1,83.66,1
15795275,0,9.35,0
15707144,0,8.45,0
15731519,0,6.85,0
15573741,1,94.39,1
15775124,0,7.07,0
15585748,0,1.35,0
15751137,1,78.08,1
15780561,0,4.71,0
15656322,0,2.74,0
15770498,0,11.84,0
15705849,0,3.86,0
15708610,0,22.16,0
15609977,0,9.33,0
15730360,0,4.35,0
15617482,0,8.97,0
15694628,0,5.03,0
15648967,0,38.04,0
15791216,0,8.33,0
15648965,0,5.61,0
15576256,0,18.17,0
15625623,0,19.25,0
15774104,0,2.49,0
15750055,1,76.79,0
15646594,0,4.95,0
15666032,0,14.45,0
15756901,0,7.92,0
15729489,0,5.92,0
15805764,0,11.45,0
15616155,0,42.27,1
15586522,1,74.69,1
15630511,0,9.97,0
15757771,0,2.07,0
15665521,0,4.34,0
15697574,1,88.42,1
15575399,0,4.15,0
15692226,0,1.44,0
15569247,0,3.16,0
15641675,0,1.75,0
15792720,1,86.89,1
15770172,0,0.9,0
15759038,0,9.3,0
15760090,0,18.48,0
15770984,0,30.34,0
15762354,1,51.76,0
15779744,0,8.43,0
15623202,0,4.82,0
15621653,0,0.76,0
15758025,0,5.38,0
15643042,0,10.64,0
15790744,0,3.62,0
15811690,0,1.36,0
15662901,1,72.0,1
15639077,0,15.64,0
15576044,0,2.72,0
15734177,0,14.27,0
15625586,0,12.23,0
15751593,0,1.61,0
15652658,0,15.5,0
15695097,1,52.42,1
15761024,0,3.04,0
15756850,0,10.3,0
15684958,0,1.7,0
15611759,1,96.15,1
15785798,0,39.3,0
15694395,0,29.04,1
15804937,0,1.9,0
15700654,0,16.72,0
15762821,0,7.27,0
15601719,1,69.35,1
15789548,0,14.59,0
15629187,0,3.5,0
15652218,0,6.02,0
15761180,0,36.47,0
15720559,0,1.9,0
15778694,0,16.27,0
15681337,0,18.99,1
15779733,0,3.89,0
15652289,0,1.02,0
15653050,0,12.53,0
15673599,0,2.48,0
15703563,0,0.71,0
15631603,0,1.83,0
15626212,0,4.95,0
15742538,0,47.79,1
15571063,1,64.49,1
15673939,0,3.68,0
15802917,0,5.33,0
15770091,0,12.73,0
15590344,0,12.25,0
15783026,0,0.87,0
15697801,0,19.94,0
15754578,0,1.16,0
15573348,0,7.44,0
15762332,0,9.47,0
15808846,0,17.23,0
15681174,0,5.09,0
15792788,0,11.87,0
15642996,0,8.63,0
15704509,0,11.65,0
15723671,0,14.0,0
15807961,0,27.07,0
15698758,1,56.21,0
15632789,0,23.19,0
15582325,1,88.86,1
15615430,0,23.51,0
15761670,1,74.64,1
15672955,0,30.3,1
15716994,0,35.14,0
15652981,0,1.94,0
15592707,0,1.46,0
15703068,0,12.64,0
15600997,0,2.08,0
15760090,0,21.77,1
15686810,0,21.78,0
15593895,1,81.97,0
15802368,0,14.66,0
15727281,0,11.59,0
15585839,0,7.57,1
15680303,0,18.57,0
15574072,1,94.96,1
15643696,0,5.73,0
15592999,1,93.07,1
15758048,0,20.22,1
15586945,0,12.73,0
15620344,0,45.52,0
15791533,0,26.75,0
15707674,1,59.09,0
15568869,1,86.91,1
15623196,0,3.11,0
15780142,0,26.89,0
15654733,1,89.39,1
15570859,0,40.45,1
15598088,0,2.6,0
15604576,0,2.42,0
15691513,0,4.02,0
15644765,0,25.8,0
15674868,1,84.6,1
15632345,0,1.83,0
15672481,1,85.99,1
15729557,0,10.54,0
15591169,0,42.16,0
15682914,1,87.53,1
15572038,0,3.01,0
15640258,0,47.91,0
15707078,0,1.76,0
15704581,0,4.37,0
15709941,0,6.71,0
15732967,0,8.25,0
15799910,1,80.55,1
15744244,0,17.61,1
15749472,0,0.89,0
15746662,0,0.76,0
15676985,0,2.78,0
15702561,0,2.01,0
15713774,0,3.37,0
15657535,0,1.1,0
15697567,0,1.35,0
15740165,1,78.89,1
15579617,0,19.85,0
15591604,0,10.2,0
15569666,0,42.59,0
15686835,0,19.02,0
15641091,0,6.15,0
15756539,0,4.1,0
15806822,0,7.55,0
15770121,0,39.48,0
15682728,0,2.69,0
15687491,0,22.1,0
15692132,0,11.93,0
15692406,0,3.75,0
15575147,0,1.24,0
15793365,1,54.81,0
15682467,0,1.58,0
15719579,0,42.22,0
15570194,0,0.76,0
15762896,0,2.62,0
15576360,0,7.52,0
15707962,0,24.29,0
15694444,0,32.8,1
15795738,0,4.07,0
15701605,0,14.31,0
15693501,0,5.68,0
15756954,0,29.12,1
15644132,0,9.88,0
15651020,0,6.83,0
15576156,0,6.2,0
15778861,0,0.93,0
15624187,0,11.09,0
15751032,0,3.28,0
15593481,0,14.12,0
15702298,0,3.86,0
15686907,0,46.62,1
15764033,0,13.93,0
15777892,0,1.14,0
15696301,0,4.46,0
15686999,0,1.21,0
15752984,0,19.28,0
15599084,0,4.49,0
15661249,0,3.65,0
15683660,0,2.3,0
15687094,1,89.56,1
15772423,1,77.33,1
15703949,0,40.28,1
15761333,0,4.75,0
15682533,0,2.33,0
15656937,0,2.44,0
15638231,1,68.89,0
15732774,0,1.77,0
15591986,1,70.13,0
15659475,0,18.9,1
15676571,0,8.88,0
15813065,1,61.88,0
15746127,0,1.39,0
15682434,0,2.04,0
15690182,1,66.5,1
15755893,0,0.78,0
15595883,1,93.13,1
15679961,0,13.65,0
15780128,1,83.42,1
15631170,0,1.73,0
15636756,1,90.8,0
15758513,0,1.53,0
15741380,1,69.5,1
15681075,0,14.91,0
15705909,0,0.91,0
15677871,1,93.99,1
15671249,0,0.66,0
15659399,0,30.16,0
15662658,0,8.23,0
15759021,0,1.89,0
15617348,1,87.82,1
15686594,1,61.28,0
15812338,0,25.11,0
15629750,0,1.94,0
15623944,0,2.82,0
15609913,0,4.1,0
15637778,0,3.39,0
15620443,0,1.25,0
15797190,1,75.86,1
15753895,0,1.76,0
15802466,0,18.65,1
15778934,0,47.56,0
15573319,0,1.38,0
15689955,0,1.72,0
15657449,0,21.61,0
15692570,0,16.38,0
15756969,1,71.79,0
15682628,0,29.51,0
15803681,0,9.27,0
15625185,0,1.74,0
15762731,0,49.41,1
15730688,1,81.36,1
15672355,0,1.52,0
15718289,1,61.15,1
15659807,0,8.38,0
15758813,0,5.65,0
15677532,0,3.64,0
15776939,0,3.53,0
15771742,0,19.53,0
15704910,0,30.43,0
15601659,0,17.67,0
15753549,0,1.55,0
15762855,0,1.95,0
15583718,1,69.54,1
15572762,1,83.76,1
15607098,0,5.76,0
15711386,0,22.87,0
15621432,0,3.83,0
15576935,0,11.45,0
15783025,0,15.0,0
15680998,0,7.59,0
15666821,0,15.15,1
15591747,0,47.46,0
15593365,0,5.0,0
15755868,0,0.79,0
15618182,0,2.75,0
15683521,0,1.54,0
15772423,0,0.75,0
15803880,0,0.71,0
15765520,1,50.41,1
15723872,0,8.23,0
15572022,0,1.7,0
15793856,0,1.79,0
15664035,0,1.79,0
15683195,0,33.07,0
15722122,0,0.75,0
15737489,0,16.58,0
15585768,0,1.63,0
15592914,0,16.02,0
15751788,0,4.6,0
15685564,1,71.8,1
15812295,0,6.75,0
15752388,0,2.06,0
15580914,0,1.5,0
15729362,0,0.82,0
15593773,0,14.73,0
15583681,0,2.43,1
15685329,0,3.2,0
15603830,1,71.84,1
15799186,0,1.88,0
15626695,0,6.7,0
15578098,1,91.47,0
15591747,0,1.47,0
15650391,0,7.63,1
15723013,0,3.35,0
15783039,0,10.59,0
15644878,0,1.73,0
15776211,0,2.91,0
15749103,0,9.55,0
15662628,0,1.92,0
15765694,1,71.0,0
15642454,0,34.03,0
15589435,0,7.57,0
15674950,0,4.17,0
15590213,0,22.14,0
15743236,0,3.55,0
15775709,0,12.25,0
15664668,0,34.11,1
15684296,0,1.3,0
15753847,0,15.09,1
15661748,1,62.59,0
15727467,0,19.59,0
15686974,0,16.71,0
15644796,0,11.81,0
15568876,0,4.18,0
15585379,0,11.91,0
15597951,0,13.87,1
15759690,0,48.72,1
15573888,1,95.23,1
15769905,0,1.85,0
15746553,0,33.83,0
15582951,0,3.42,0
15805254,0,1.33,0
15768137,1,57.46,0
15805565,0,39.03,0
15598097,0,6.86,0
15579583,0,2.1,0
15668853,0,1.27,0
15744983,0,16.45,0
15809347,0,1.56,0
15752081,1,72.22,1
15756299,1,54.68,0
15595592,1,96.7,1
15742632,0,1.84,0
15586848,0,2.16,0
15718071,0,2.6,0
15637366,0,1.81,0
15585241,0,13.93,0
15777047,0,0.9,0
15680685,1,56.52,1
15713845,1,84.15,1
15643966,0,32.4,0
15619280,0,2.37,0
15781589,1,65.24,1
15794496,0,2.71,0
15686436,0,11.61,0
15630648,1,75.76,1
15795959,0,16.16,0
15710138,0,1.9,0
15770039,0,21.51,0
15710390,0,24.16,0
15649523,1,95.28,1
15769356,1,60.65,0
15808846,0,15.61,0
15684849,0,8.79,0
15652097,0,1.58,0
15643487,0,23.79,1
15737489,0,12.99,0
15682355,1,78.05,1
15691170,0,4.21,0
15583073,0,5.2,0
15584580,1,68.46,1
15756610,0,1.81,0
15780804,1,87.26,1
15602084,0,12.82,0
15663312,0,7.14,0
15742272,0,1.89,0
15672955,0,14.85,0
15702499,0,15.87,0
15684861,0,5.68,0
15771855,0,0.9,0
15647570,0,23.81,0
15693906,0,10.81,0
15753837,0,1.99,0
15676707,0,6.99,0
15789418,0,3.43,0
15803832,0,10.27,0
15745307,0,7.47,0
15794895,0,0.99,0
15737778,1,65.42,0
15743076,0,1.11,0
15741091,0,12.24,0
15798895,0,5.59,0
15777891,0,3.19,0
15627212,1,88.45,1
15597983,0,16.29,0
15727919,0,2.45,0
15777892,0,2.38,0
15784594,1,61.96,1
15749119,0,48.96,0
15640866,1,51.28,0
15632609,0,28.22,0
15769915,0,20.99,0
15705963,0,4.93,0
15755722,0,1.06,0
15793949,0,19.36,0
15625023,0,2.98,0
15678882,0,40.08,0
15664808,0,0.73,0
15593736,1,72.22,0
15589428,0,5.13,0
15804052,0,1.33,0
15593694,1,90.68,0
15616152,0,15.52,1
15594515,1,75.16,1
15763980,0,35.23,1
15770811,0,2.15,0
15814930,1,73.12,0
15652079,1,65.91,0
15716324,0,18.32,1
15707362,0,15.5,0
15583681,0,3.57,0
15589935,0,29.16,0
15716347,0,15.65,0
15698664,0,1.95,0
15774316,0,37.47,0
15805957,0,0.72,0
15704081,0,13.45,0
15709441,0,2.45,0
15742809,0,3.12,0
15772986,0,1.28,0
15761733,0,48.3,1
15578977,0,4.07,0
15657778,0,9.84,1
15781530,0,13.82,0
15731267,0,12.37,1
15696834,1,90.86,1
15696900,0,15.98,0
15756992,0,44.09,0
15589320,0,6.17,0
15740476,0,2.14,0
15631072,0,7.31,0
15794560,0,1.58,0
15595720,0,4.75,0
15610753,0,7.12,1
15681068,0,20.24,1
15668058,0,1.74,0
15567993,0,24.34,0
15715047,0,1.06,0
15806256,0,21.72,1
15639278,0,3.37,0
15584553,0,14.96,0
15581525,0,5.96,0
15663830,0,0.93,0
15775307,1,55.93,1
15699467,0,28.86,1
15615176,0,1.88,0
15806961,0,12.85,0
15676519,0,13.72,0
15715199,0,5.75,0
15794560,0,1.68,0
15643487,0,15.33,0
15754599,0,16.64,0
15694192,0,1.66,0
15657535,0,5.46,0
15641688,0,7.86,1
15737998,0,1.8,0
15809265,1,76.26,1
15600708,0,0.82,0
15571973,0,20.11,0
15662578,0,36.89,0
15574868,0,9.88,0
15665088,0,5.63,0
15799357,0,31.55,0
15676571,1,73.47,1
15729238,1,66.68,1
15757553,1,93.59,1
15777891,0,23.81,0
15795737,0,2.47,0
15765518,0,13.26,0
15763704,0,1.5,0
15631159,0,1.9,0
15807556,0,2.63,0
15719352,0,39.31,1
15758702,1,57.9,0
15703337,0,6.6,0
15798053,0,24.97,0
15806688,0,0.68,0
15780106,0,4.3,1
15744691,0,7.26,0
15682355,0,15.33,0
15749119,0,1.92,0
15758074,0,9.8,0
15589488,0,38.53,0
15738248,0,4.31,0
15682778,0,10.32,0
15676117,1,66.89,1
15723169,0,1.92,0
15655335,0,20.8,0
15617476,1,63.8,1
15605059,0,3.05,0
15673908,0,17.55,0
15791533,0,10.95,0
15673929,1,87.58,1
15704788,0,18.43,0
15592999,0,44.48,1
15593601,0,20.45,1
15737452,1,63.84,0
15753337,1,53.72,1
15629244,0,3.72,0
15715160,0,2.24,0
15624343,0,0.98,0
15597949,1,89.59,1
15809137,0,1.8,0
15772573,1,91.71,1
15654572,0,13.47,0
15809654,0,4.72,0
15729574,0,4.6,0
15642095,0,1.24,0
15573971,0,2.19,0
15744843,0,0.9,0
15777614,0,1.37,0
15686880,0,10.41,0
15685300,0,6.69,0
15731755,0,43.27,0
15583764,0,14.62,0
15770345,0,3.33,0
15627999,0,17.93,0
15615254,0,3.87,0
15664001,0,3.21,0
15662337,0,40.84,1
15598894,0,3.04,0
15637427,0,21.04,0
15666096,0,19.04,1
15784859,0,0.76,0
15592025,0,9.33,0
15685320,1,86.97,1
15663964,0,3.46,0
15680197,0,9.0,0
15780561,0,32.54,0
15664547,0,2.64,0
15628674,0,30.29,0
15806945,0,3.93,0
15580684,0,16.87,0
15761763,0,1.63,0
15759733,0,1.44,0
15779738,1,52.92,0
15709199,0,24.89,0
15675256,0,6.97,0
15699389,1,86.42,1
15642336,0,13.36,0
15714493,0,8.86,0
15694510,0,12.93,0
15600882,0,1.78,0
15629519,0,17.55,0
15766887,0,17.84,0
15759733,0,2.02,0
15633352,1,80.57,1
15653952,0,17.48,0
15720687,0,28.31,0
15662533,1,56.42,0
15672754,1,60.06,1
15642041,0,21.82,1
15654067,0,32.51,1
15744044,0,9.04,0
15662854,0,41.59,0
15803965,0,14.22,0
15607312,0,3.6,0
15641640,1,62.66,1
15790379,0,6.5,0
15582944,0,24.55,1
15738166,0,6.23,0
15662757,1,94.93,1
15676966,0,4.58,0
15579969,0,2.99,0
15799480,0,36.35,0
15796074,0,13.37,0
15727291,1,72.08,1
15784301,0,0.92,0
15614687,0,4.9,0
15773876,0,1.65,0
15784844,0,24.89,0
15690188,0,13.44,0
15581286,0,17.91,1
15603135,0,2.78,0
15652048,0,3.02,0
15594577,1,59.12,1
15570360,0,4.8,0
15682060,0,8.43,0
15727041,0,2.52,0
15750549,0,3.31,0
15704378,0,18.33,1
15601012,0,4.0,0
15803801,0,1.97,0
15710671,0,2.13,0
15577515,0,4.99,0
15623471,0,2.37,0
15800366,0,5.04,0
15781598,1,91.21,1
15576990,0,7.6,0
15782736,1,87.31,1
15596228,0,0.98,0
15626144,1,89.9,1
15771536,0,1.06,0
15798837,0,1.4,0
15588933,0,1.65,0
15595047,0,4.3,0
15765487,0,6.93,0
15777906,0,9.91,0
15702641,0,39.7,1
15755869,0,1.59,1
15725776,0,22.01,0
15674932,0,4.61,1
15707968,0,1.43,0
15773322,0,4.32,0
15712303,0,31.11,0
15614778,1,83.71,1
15712121,1,94.06,0
15792854,0,3.79,0
15746341,1,86.93,1
15782454,0,1.34,0
15572762,1,95.02,1
15791767,0,1.46,0
15623082,0,3.5,0
15657529,0,3.54,0
15661532,0,8.5,0
15776939,0,5.46,0
15702631,0,3.3,0
15638730,0,11.6,0
15690169,0,4.44,0
15763798,0,17.28,0
15585835,0,1.94,0
15708714,0,1.72,0
15674868,0,3.55,0
15722409,0,0.92,0
15773503,0,37.38,0
15773969,0,20.39,0
15654891,0,5.77,0
15644934,0,14.56,1
15613346,0,1.72,0
15745354,0,3.49,0
15645904,0,41.0,1
15629133,0,1.42,0
15624391,0,7.6,0
15578865,0,14.94,0
15732917,0,13.63,0
15682860,0,16.04,0
15815443,0,1.43,0
15585241,0,5.51,0
15733581,1,66.34,1
15728474,0,0.75,0
15776780,0,49.41,1
15672945,0,3.49,0
15720713,1,94.38,1
15692977,1,92.8,0
15627232,0,3.57,0
15797770,0,2.45,0
15673877,0,8.54,0
15712176,0,0.79,0
15689237,0,11.28,1
15731543,0,1.65,0
15793856,0,4.73,0
15724145,1,74.38,0
15757541,0,6.99,0
15726774,0,11.77,0
15789936,0,35.11,0
15754072,0,45.21,0
15648967,0,5.4,0
15659843,0,11.9,0
15752574,0,10.4,1
15775307,0,9.33,0
15624374,0,6.13,0
15704054,0,17.76,0
15692991,1,77.47,1
15610643,0,2.62,0
15690079,0,6.63,0
15716186,0,3.88,0
15679801,0,10.55,0
15745355,0,1.94,0
15690169,0,43.81,1
15633474,0,26.46,0
15806901,1,80.32,0
15656868,1,90.1,1
15775912,0,27.28,1
15665760,0,1.92,0
15593499,0,1.05,0
15589230,0,7.98,0
15640377,0,1.85,0
15686975,0,6.69,0
15607691,0,8.02,0
15584536,0,48.64,1
15778936,0,3.86,0
15585985,0,19.82,0
15571666,0,16.75,1
15809823,0,45.31,0
15739189,0,27.69,1
15748473,0,4.25,0
15696826,0,7.53,0
15772479,0,2.28,0
15745196,0,3.19,0
15756913,0,1.57,0
15795747,0,29.81,1
15794356,0,3.11,0
15747772,1,61.92,1
15591607,0,10.86,0
15654574,0,43.5,0
15576990,0,34.6,1
15692599,0,1.31,0
15766047,0,9.19,0
15723320,0,1.91,0
15745250,0,35.45,0
15603436,0,3.91,1
15598086,0,2.87,0
15756655,0,2.1,0
15750545,0,4.51,0
15663883,0,1.74,0
15645323,0,42.04,0
15801431,0,8.89,0
15673908,0,4.53,0
15631189,0,1.21,0
15663826,0,9.23,0
15567839,1,75.67,1
15620204,0,10.7,0
15609913,1,62.72,0
15672397,0,1.99,0
15711446,0,7.55,0
15798888,0,3.92,0
15588701,1,68.28,0
15691624,0,4.79,0
15807593,0,37.75,0
15794849,0,5.99,0
15698872,0,0.97,0
15611157,0,0.93,0
15683841,0,2.39,0
15773344,1,91.51,0
15713483,0,2.69,0
15687421,1,74.6,0
15589715,1,57.25,1
15652884,0,14.69,0
15652981,0,16.42,0
15662901,0,4.46,0
15783883,0,0.95,0
15572762,1,80.8,1
15769499,1,63.04,0
15625632,0,10.16,0
15804787,0,14.86,0
15702434,1,88.9,1
15712483,0,3.8,0
15662294,0,2.96,0
15609562,1,54.32,1
15597739,1,50.15,0
15735263,0,7.88,0
15781272,0,26.46,0
15645271,0,17.61,0
15672056,0,25.1,0
15694450,0,0.8,0
15584899,0,45.11,0
15702534,0,9.35,0
15807002,0,5.69,0
15679968,0,4.65,0
15632859,0,16.58,1
15736069,0,0.79,0
15651389,1,96.61,1
15764105,0,18.09,0
15656901,0,1.59,0
15768095,0,6.32,0
15694039,0,29.08,0
15677538,0,2.11,0
15715131,0,1.43,0
15692631,0,38.43,1
15567778,1,61.33,0
15806926,0,5.36,0
15725429,0,2.99,0
15784700,0,8.18,0
15754072,0,3.72,0
15696054,0,19.99,1
15634295,0,4.14,0
15592091,0,2.34,0
15633378,1,74.98,1
15639946,0,1.84,0
15696900,0,5.06,0
15688865,0,2.69,0
15571529,0,4.67,0
15593683,1,68.87,1
15809909,0,15.16,0
15574305,0,4.66,1
15697989,0,3.71,0
15591179,0,3.62,0
15757897,0,8.02,0
15583073,1,89.06,1
15605684,0,3.89,0
15714920,0,30.56,0
15739972,0,4.47,0
15725039,0,0.76,0
15679983,0,1.95,0
15578788,0,18.34,0
15589428,0,13.51,0
15761168,1,82.34,1
15679963,0,1.82,0
15737605,0,0.91,0
15705663,0,7.23,0
15761606,0,3.22,0
15797770,1,60.66,1
15674858,1,66.69,0
15613471,0,10.46,1
15654574,0,2.26,0
15568387,0,9.99,0
15685300,0,1.58,0
15688071,1,92.63,0
15756920,1,83.54,0
15779423,0,6.24,0
15804862,0,39.87,0
15616380,0,5.79,0
15781884,0,1.14,0
15785819,0,4.09,0
15663917,0,9.55,0
15775912,0,38.71,1
15713983,0,10.79,0
15568044,0,0.73,0
15638882,1,57.12,0
15723032,0,3.83,0
15743076,1,58.1,1
15686957,1,51.11,1
15632977,0,10.49,0
15641629,0,44.44,0
15567339,0,10.43,0
15754713,0,4.25,0
15664668,1,57.28,1
15786170,0,4.44,0
15695097,0,14.56,0
15808960,0,21.0,1
15661349,0,27.43,1
15641655,0,1.99,0
15809800,0,9.54,0
15738672,1,57.44,0
15711181,0,1.2,0
15705050,0,8.02,0
15747772,0,2.65,0
15718773,0,1.13,0
15766374,0,1.46,0
15776725,0,12.84,0
15668032,0,19.06,0
15677317,0,16.88,0
15777614,1,53.67,1
15686963,0,31.26,1
15610416,0,9.02,0
15789379,0,8.43,0
15794870,0,1.3,0
15569050,0,11.29,1
15581230,0,14.3,0
15807221,1,95.83,1
15794345,0,2.22,0
15652658,0,23.62,0
15809616,0,1.79,0
15617136,0,3.97,0
15665956,1,70.95,1
15579891,0,11.11,1
15695097,0,2.19,0
15579996,0,1.6,0
15704466,1,55.47,1
15686963,1,89.64,1
15782650,0,12.24,0
15583863,1,89.41,1
15671148,0,4.12,0
15690130,0,3.65,0
15675963,0,5.81,0
15628007,0,0.74,0
15723654,0,1.11,0
15758531,1,63.39,1
15797329,0,2.47,0
15751138,1,87.89,1
15635660,0,2.47,0
15757952,0,10.33,0
15675092,0,3.35,0
15637428,0,20.26,0
15668943,0,13.1,0
15681206,1,96.27,1
15585865,0,5.18,0
15659096,1,88.89,1
15772798,1,67.65,0
15605965,0,2.04,0
15726589,0,34.47,0
15677085,0,14.65,0
15574886,1,86.66,1
15625141,0,1.27,0
15653770,1,53.45,1
15774744,1,87.1,1
15776921,0,8.81,0
15680430,1,79.55,1
15617401,0,1.71,0
15739592,0,12.84,0
15749583,0,14.6,0
15743293,0,7.65,0
15689176,1,79.29,1
15762238,1,87.56,1
15673971,0,8.27,0
15671389,0,4.07,0
15761047,0,1.54,0
15782758,0,21.93,0
15703793,1,64.76,0
15606097,0,43.2,0
15748625,0,0.74,0
15741417,0,0.86,0
15800861,0,3.12,0
15585241,1,68.31,1
15769451,0,41.0,0
15783883,1,92.46,1
15689201,0,9.95,1
15676091,0,27.57,1
15578098,1,82.44,1
15692219,1,75.55,1
15792525,1,92.91,1
15660646,0,6.69,0
15738785,0,11.94,0
15740147,0,26.92,0
15572093,1,64.22,1
15650244,0,20.98,0
15737354,0,31.13,1
15798084,0,46.79,0
15700223,0,17.61,0
15693337,0,21.48,1
15705639,0,16.75,0
15775294,1,85.33,1
15679048,1,87.68,1
15731553,0,3.24,0
15654060,1,82.7,1
15632789,0,1.81,1
15617790,0,0.96,0
15677243,0,19.78,1
15775131,0,6.59,0
15790782,1,86.68,1
15642515,0,10.95,0
15665759,0,16.1,0
15650432,0,4.13,0
15758081,0,3.14,0
15704763,1,50.1,1
15644849,0,45.3,0
15582335,0,24.32,0
15792966,0,8.27,0
15694192,1,93.93,1
15730076,1,80.57,1
15658813,0,8.72,0
15713250,0,6.58,0
15601274,0,6.36,0
15644765,0,5.87,1
15604093,0,2.13,0
15773776,0,4.77,0
15704771,1,66.51,0
15681755,1,82.86,1
15596074,0,24.99,0
15629078,0,14.63,0
15672421,0,12.32,0
15806438,0,23.44,1
15590828,0,4.13,1
15754574,0,4.02,0
15642069,0,3.63,0
15584545,1,70.16,0
15605965,0,1.44,0
15751369,0,20.46,0
15753370,1,73.88,0
15624145,0,5.32,0
15734886,0,24.11,0
15743759,0,2.17,0
15793365,1,52.85,1
15687321,1,73.99,1
15699257,1,89.31,1
15774510,0,17.82,0
15773971,1,89.71,1
15755731,1,83.72,1
15581551,0,12.13,0
15576126,0,9.45,0
15637646,0,37.13,0
15621974,0,3.82,0
15734528,0,12.51,0
15706552,0,17.64,0
15793893,0,1.57,0
15753847,0,1.57,0
15632069,0,17.08,0
15792626,0,2.49,0
15578918,0,22.8,0
15690670,1,87.61,1
15713346,0,1.05,0
15652981,0,11.86,0
15654025,0,21.87,0
15780041,1,80.31,1
15601796,0,3.32,0
15674875,1,78.95,1
15724863,0,1.97,0
15702846,0,2.06,0
15660475,0,49.02,0
15602851,0,0.96,0
15575581,0,1.47,0
15682533,1,93.35,1
15719377,0,1.86,0
15715532,0,17.87,0
15691387,1,93.73,1
15783030,0,0.75,0
15615456,0,2.81,0
15588923,0,45.95,0
15593959,0,1.85,0
15750769,0,1.92,0
15613197,0,2.07,1
15802501,1,85.35,1
15730759,0,4.17,0
15728082,0,0.62,0
15643361,1,86.33,1
15641490,0,3.57,0
15785831,0,48.86,1
15778190,0,3.82,0
15737792,0,19.76,0
15768746,0,2.9,0
15681274,0,5.31,0
15785542,0,15.01,1
15576044,1,54.93,1
15708534,1,80.75,1
15783883,0,35.55,0
15744368,0,2.7,0
15763065,1,95.23,0
15793347,0,0.71,0
15698932,0,19.41,0
15578096,0,24.08,1
15662263,0,5.53,0
15595588,1,78.03,1
15610801,1,60.39,1
15726796,0,18.68,0
15686885,0,4.08,0
15791881,0,0.95,0
15682472,0,4.26,0
15588933,0,41.59,0
15769586,0,6.97,0
15583026,0,2.24,0
15594812,0,3.89,1
15638159,0,10.5,0
15645371,0,1.89,0
15688849,0,5.2,0
15747724,0,3.82,0
15664523,1,85.39,1
15578788,0,6.53,0
15773779,0,7.6,0
15682955,0,0.79,0
15771668,0,25.05,0
15606901,1,93.06,1
15691705,0,13.12,0
15782475,0,14.58,0
15789611,0,1.69,0
15698031,1,77.94,1
15602479,0,1.59,0
15673367,0,4.88,1
15767995,0,1.79,0
15591433,0,7.86,0
15673971,0,11.27,0
15778947,0,8.32,0
15571873,0,47.03,1
15602999,0,3.42,0
15652289,1,55.09,0
15770174,0,9.24,1
15743817,0,0.88,0
15750567,0,18.62,0
15763809,0,1.16,0
15777901,0,1.25,0
15787835,0,11.86,0
15588537,0,3.3,0
15641389,0,1.72,0
15746035,0,3.06,0
15783615,0,18.74,0
15693637,0,2.9,0
15663917,0,3.72,0
15578096,0,1.28,0
15600700,0,1.05,0
15658409,1,89.61,1
15796496,1,84.86,1
15772781,1,68.85,0
15670584,0,0.88,0
15594812,0,4.91,0
15579914,0,0.94,0
15676353,0,43.05,0
15567991,0,17.93,1
15593499,0,2.74,0
15573851,0,9.0,0
15593773,0,47.15,1
15571917,0,2.98,0
15808389,0,2.92,0
15794560,0,44.21,0
15769955,0,4.36,0
15709447,0,37.02,0
15810845,0,9.98,0
15657957,0,0.82,0
15681958,0,1.2,0
15615797,1,91.17,1
15780650,0,15.59,0
15574760,0,0.8,0
15637315,0,17.82,0
15677906,0,10.37,0
15628947,0,23.24,0
